conversation_id,model,prompt0_id,model_prompt0_interaction,time_to_failure,censored,avg_prompt_to_prompt_drift,avg_context_to_prompt_drift,avg_prompt_complexity
48,deepseek_r1,8993113398435204735,deepseek_r1_8993113398435204735,9,1,0.04819495230913162,0.1495283842086792,27.77777777777778
49,deepseek_r1,1906516324081487351,deepseek_r1_1906516324081487351,5,0,0.048850320279598236,0.09283738666110569,37.0
50,deepseek_r1,-5814619913067464838,deepseek_r1_-5814619913067464838,6,0,0.04128362983465195,0.1265598005718655,28.77777777777778
51,deepseek_r1,-1821642933381494386,deepseek_r1_-1821642933381494386,0,0,,0.021237611770629883,41.0
52,deepseek_r1,279037356966820280,deepseek_r1_279037356966820280,8,0,0.04850255697965622,0.14499901400672066,39.77777777777778
53,deepseek_r1,3286831512485668189,deepseek_r1_3286831512485668189,9,1,0.04056134074926376,0.06261170572704738,93.11111111111111
54,deepseek_r1,5650208345660479362,deepseek_r1_5650208345660479362,9,1,0.03804314136505127,0.06069983376397027,64.44444444444444
55,deepseek_r1,6692051999058394744,deepseek_r1_6692051999058394744,0,0,,0.058731138706207275,83.0
56,deepseek_r1,5579573992615529324,deepseek_r1_5579573992615529324,4,0,0.04463157802820206,0.08656623628404406,46.111111111111114
57,deepseek_r1,5399691353183534643,deepseek_r1_5399691353183534643,4,0,0.04824713617563248,0.10112083620495266,39.77777777777778
58,deepseek_r1,-7618038066063214621,deepseek_r1_-7618038066063214621,9,1,0.03824430704116821,0.08455655972162883,100.11111111111111
59,deepseek_r1,-1725314727614475826,deepseek_r1_-1725314727614475826,1,0,0.04311569035053253,0.08905352486504449,85.55555555555556
60,deepseek_r1,-7321508789006103925,deepseek_r1_-7321508789006103925,1,0,0.056164033710956573,0.13395428657531738,34.0
61,deepseek_r1,6203118266234198273,deepseek_r1_6203118266234198273,0,0,,0.024787843227386475,67.0
62,deepseek_r1,6404077728048152121,deepseek_r1_6404077728048152121,8,0,0.033148519694805145,0.09504184457990858,50.888888888888886
63,deepseek_r1,-151218354502148047,deepseek_r1_-151218354502148047,6,0,0.04123123735189438,0.08600165446599324,71.0
64,deepseek_r1,-2134257059846673757,deepseek_r1_-2134257059846673757,0,0,,0.028746724128723145,60.0
65,deepseek_r1,3403846049252743026,deepseek_r1_3403846049252743026,3,0,0.055311448872089386,0.09521541992823283,34.77777777777778
66,deepseek_r1,-311383445613208455,deepseek_r1_-311383445613208455,0,0,,0.02152121067047119,41.0
67,deepseek_r1,4070865789946883419,deepseek_r1_4070865789946883419,0,0,,0.02399998903274536,57.0
68,deepseek_r1,-3641511282237825321,deepseek_r1_-3641511282237825321,1,0,0.050000227987766266,0.12043594651752049,64.22222222222223
69,deepseek_r1,5615746080009328257,deepseek_r1_5615746080009328257,4,0,0.05071256309747696,0.10173124737209743,54.0
70,deepseek_r1,3777543977150283510,deepseek_r1_3777543977150283510,9,1,0.03676680475473404,0.06780174705717298,41.0
71,deepseek_r1,4843915009723578836,deepseek_r1_4843915009723578836,8,0,0.058789536356925964,0.1512563559744093,36.333333333333336
72,deepseek_r1,-3530503404165599757,deepseek_r1_-3530503404165599757,1,0,0.02841414511203766,0.07996706830130683,79.77777777777777
73,deepseek_r1,7983927560838231629,deepseek_r1_7983927560838231629,4,0,0.047228194773197174,0.10914821094936794,23.77777777777778
74,deepseek_r1,7878839138085561255,deepseek_r1_7878839138085561255,0,0,,0.026781201362609863,72.0
75,deepseek_r1,3948699654524044352,deepseek_r1_3948699654524044352,0,0,,0.03800642490386963,60.0
76,deepseek_r1,8644418009426682492,deepseek_r1_8644418009426682492,4,0,0.024768739938735962,0.13901815811793009,53.77777777777778
77,deepseek_r1,3265770017066248228,deepseek_r1_3265770017066248228,2,0,0.04606873542070389,0.16641221443812051,77.44444444444444
78,deepseek_r1,3692634202956590190,deepseek_r1_3692634202956590190,2,0,0.030409321188926697,0.05009700854619344,139.33333333333334
79,deepseek_r1,-7680338987810916399,deepseek_r1_-7680338987810916399,3,0,0.02080918848514557,0.02637902895609538,195.0
80,deepseek_r1,-6717680842001803009,deepseek_r1_-6717680842001803009,0,0,,0.015801429748535156,69.0
81,deepseek_r1,8309777024972098697,deepseek_r1_8309777024972098697,2,0,0.019392214715480804,0.0592365198665195,72.88888888888889
82,deepseek_r1,1389971766102188884,deepseek_r1_1389971766102188884,0,0,,0.022067725658416748,72.0
83,deepseek_r1,-7754585739175752398,deepseek_r1_-7754585739175752398,0,0,,0.04306060075759888,86.0
84,deepseek_r1,8243921215658321893,deepseek_r1_8243921215658321893,0,0,,0.026297152042388916,51.0
85,deepseek_r1,1048346455292512245,deepseek_r1_1048346455292512245,2,0,0.025731153786182404,0.0369699928495619,118.77777777777777
86,deepseek_r1,-5233211019585965150,deepseek_r1_-5233211019585965150,1,0,0.04401741921901703,0.07551584641138713,94.22222222222223
87,deepseek_r1,6383221180352866958,deepseek_r1_6383221180352866958,1,0,0.024251654744148254,0.025419427288903132,146.77777777777777
88,deepseek_r1,1661292119681292962,deepseek_r1_1661292119681292962,1,0,0.014052033424377441,0.01585547129313151,181.0
89,deepseek_r1,2627323993925601037,deepseek_r1_2627323993925601037,3,0,0.04120531678199768,0.16281178924772474,65.77777777777777
90,deepseek_r1,809417145234092992,deepseek_r1_809417145234092992,9,1,0.12023383378982544,0.1599893437491523,48.0
91,deepseek_r1,-3802428168408217546,deepseek_r1_-3802428168408217546,9,1,0.06891907751560211,0.10138955381181505,37.22222222222222
92,deepseek_r1,4789669741661937276,deepseek_r1_4789669741661937276,3,0,0.04273248463869095,0.06248072783152262,97.77777777777777
93,deepseek_r1,4937486844873516292,deepseek_r1_4937486844873516292,0,0,,0.050012052059173584,16.0
94,deepseek_r1,8269093535601741635,deepseek_r1_8269093535601741635,4,0,0.0732848197221756,0.1862453950775994,28.77777777777778
95,deepseek_r1,-5233284501476748157,deepseek_r1_-5233284501476748157,9,1,0.04244513064622879,0.0876424511273702,66.0
96,deepseek_r1,-6941087873284800826,deepseek_r1_-6941087873284800826,9,1,0.05715616047382355,0.13434180948469374,40.666666666666664
97,deepseek_r1,-7185626011081092824,deepseek_r1_-7185626011081092824,9,1,0.04494771361351013,0.07418310642242432,70.88888888888889
98,deepseek_r1,-9154570889884390296,deepseek_r1_-9154570889884390296,1,0,0.02273567020893097,0.06698607073889838,67.0
99,deepseek_r1,-593448559785925697,deepseek_r1_-593448559785925697,0,0,,0.02227199077606201,98.0
100,deepseek_r1,174843330892674010,deepseek_r1_174843330892674010,9,1,0.11259584873914719,0.16270198424657187,32.22222222222222
101,deepseek_r1,7982941100579295935,deepseek_r1_7982941100579295935,9,1,0.08918125927448273,0.14565596315595838,31.77777777777778
102,deepseek_r1,1424030384899759682,deepseek_r1_1424030384899759682,6,0,0.028624624013900757,0.04317886299557156,123.0
103,deepseek_r1,-2222793510994483505,deepseek_r1_-2222793510994483505,9,1,0.021110758185386658,0.1231397655275133,46.44444444444444
104,deepseek_r1,7368637815087365726,deepseek_r1_7368637815087365726,1,0,0.07376072555780411,0.15208605925242105,31.11111111111111
105,deepseek_r1,5952003845049626295,deepseek_r1_5952003845049626295,4,0,0.055421970784664154,0.11674290233188206,33.22222222222222
106,deepseek_r1,2339061096340173587,deepseek_r1_2339061096340173587,9,1,0.05439434200525284,0.12552429570092094,45.77777777777778
107,deepseek_r1,-7949082250652009670,deepseek_r1_-7949082250652009670,8,0,0.12627960741519928,0.16398879554536608,24.0
108,deepseek_r1,-7684655717468967023,deepseek_r1_-7684655717468967023,0,0,,0.026893138885498047,65.0
109,deepseek_r1,8338750070587551340,deepseek_r1_8338750070587551340,9,1,0.044769786298274994,0.1166136728392707,37.111111111111114
110,deepseek_r1,-5421565375046774029,deepseek_r1_-5421565375046774029,4,0,0.047179676592350006,0.0685759252972073,67.77777777777777
111,deepseek_r1,1363434420230975149,deepseek_r1_1363434420230975149,2,0,0.03898048400878906,0.13222916258705986,44.0
112,deepseek_r1,8745976094069027321,deepseek_r1_8745976094069027321,0,0,,0.03983891010284424,29.0
113,deepseek_r1,-8914058705468794216,deepseek_r1_-8914058705468794216,9,1,0.05640421062707901,0.10331995619667901,37.77777777777778
114,deepseek_r1,-2739473290761885648,deepseek_r1_-2739473290761885648,4,0,0.05468522012233734,0.1349807447857327,37.0
115,deepseek_r1,705307653927422450,deepseek_r1_705307653927422450,9,1,0.04846780747175217,0.11355276240242852,42.22222222222222
116,deepseek_r1,7741916842608171780,deepseek_r1_7741916842608171780,0,0,,0.02744954824447632,38.0
117,deepseek_r1,-3520127779941718703,deepseek_r1_-3520127779941718703,1,0,0.061817049980163574,0.11988945139778985,36.111111111111114
118,deepseek_r1,-6591907334564677946,deepseek_r1_-6591907334564677946,1,0,0.058776624500751495,0.1917557848824395,25.88888888888889
119,deepseek_r1,-8859656383684555879,deepseek_r1_-8859656383684555879,9,1,0.05405415594577789,0.10342917839686076,62.888888888888886
120,deepseek_r1,-1665917397531399907,deepseek_r1_-1665917397531399907,0,0,,0.030039727687835693,98.0
121,deepseek_r1,2427469419026311631,deepseek_r1_2427469419026311631,0,0,,0.01875889301300049,99.0
122,deepseek_r1,8452933566689066313,deepseek_r1_8452933566689066313,3,0,0.021729953587055206,0.03248926666047838,133.44444444444446
123,deepseek_r1,-4318723799412118311,deepseek_r1_-4318723799412118311,0,0,,0.03768831491470337,89.0
124,deepseek_r1,-1606887462353673591,deepseek_r1_-1606887462353673591,0,0,,0.03559774160385132,97.0
125,deepseek_r1,-6664918162259985182,deepseek_r1_-6664918162259985182,0,0,,0.022104859352111816,67.0
126,deepseek_r1,-2773840150076670527,deepseek_r1_-2773840150076670527,0,0,,0.03512972593307495,35.0
127,deepseek_r1,-1897136258363890524,deepseek_r1_-1897136258363890524,0,0,,0.03550440073013306,66.0
128,deepseek_r1,5655407423302068992,deepseek_r1_5655407423302068992,9,1,0.021918989717960358,0.048269682460361056,88.0
129,deepseek_r1,-5327276611327029131,deepseek_r1_-5327276611327029131,2,0,0.02806936949491501,0.04330690039528741,107.55555555555556
130,deepseek_r1,5849461330792274016,deepseek_r1_5849461330792274016,0,0,,0.01274794340133667,42.0
131,deepseek_r1,7172242558411888738,deepseek_r1_7172242558411888738,4,0,0.03616549074649811,0.09811380836698744,68.66666666666667
132,deepseek_r1,-5309504401334316294,deepseek_r1_-5309504401334316294,8,0,0.05305822193622589,0.1571207046508789,74.33333333333333
133,deepseek_r1,-4117967201500970148,deepseek_r1_-4117967201500970148,1,0,0.030498646199703217,0.12474109066857232,58.77777777777778
134,deepseek_r1,-5771416211721846542,deepseek_r1_-5771416211721846542,9,1,0.05580291897058487,0.1699511276351081,88.88888888888889
135,deepseek_r1,184186721952554248,deepseek_r1_184186721952554248,1,0,0.04125456511974335,0.15470187531577217,47.0
136,deepseek_r1,3539044314942278142,deepseek_r1_3539044314942278142,9,1,0.04236137866973877,0.14029708173539904,25.11111111111111
137,deepseek_r1,-6619993107624355508,deepseek_r1_-6619993107624355508,1,0,0.06372732669115067,0.11603330903583103,31.11111111111111
138,deepseek_r1,-6123028717697327055,deepseek_r1_-6123028717697327055,0,0,,0.02693772315979004,39.0
139,deepseek_r1,578221359951139746,deepseek_r1_578221359951139746,9,1,0.02461506426334381,0.10200702481799656,46.0
140,deepseek_r1,-7863210689691682795,deepseek_r1_-7863210689691682795,9,1,0.04829216003417969,0.12015812264548408,53.111111111111114
141,deepseek_r1,-3733792378923713845,deepseek_r1_-3733792378923713845,0,0,,0.021111130714416504,29.0
142,deepseek_r1,1176243391368747089,deepseek_r1_1176243391368747089,3,0,0.062067240476608276,0.13952034049563938,34.0
143,deepseek_r1,-1030376708537586730,deepseek_r1_-1030376708537586730,6,0,0.07424922287464142,0.1329915059937371,71.88888888888889
144,deepseek_r1,-7397982257644612852,deepseek_r1_-7397982257644612852,4,0,0.08218056708574295,0.13640918334325156,49.333333333333336
145,deepseek_r1,7429025823017345201,deepseek_r1_7429025823017345201,3,0,0.0971398651599884,0.17213379012213814,41.666666666666664
146,deepseek_r1,7327417868890456436,deepseek_r1_7327417868890456436,0,0,,0.014119625091552734,41.0
147,deepseek_r1,2995851456965408370,deepseek_r1_2995851456965408370,1,0,0.07180283218622208,0.17652952008777195,29.0
148,deepseek_r1,730296947999822839,deepseek_r1_730296947999822839,9,1,0.07943648099899292,0.09871745771831936,48.888888888888886
149,deepseek_r1,9072725104965805410,deepseek_r1_9072725104965805410,0,0,,0.021962106227874756,28.0
150,deepseek_r1,-7622116864887255387,deepseek_r1_-7622116864887255387,0,0,,0.07090753316879272,20.0
151,deepseek_r1,-5202267461478257294,deepseek_r1_-5202267461478257294,0,0,,0.02516716718673706,93.0
152,deepseek_r1,-3961534004217089259,deepseek_r1_-3961534004217089259,4,0,0.014450781047344208,0.01997681458791097,194.77777777777777
153,deepseek_r1,6618161847119501183,deepseek_r1_6618161847119501183,4,0,0.032248131930828094,0.06954727570215861,146.33333333333334
154,deepseek_r1,-7425635312226979800,deepseek_r1_-7425635312226979800,9,1,0.0321100577712059,0.08414769834942287,36.22222222222222
155,deepseek_r1,-1121863108536844865,deepseek_r1_-1121863108536844865,3,0,0.029985256493091583,0.14943210946189034,42.22222222222222
156,deepseek_r1,437087148452527747,deepseek_r1_437087148452527747,0,0,,0.029835224151611328,88.0
157,deepseek_r1,-157761989016607234,deepseek_r1_-157761989016607234,0,0,,0.04125344753265381,30.0
158,deepseek_r1,-2348376544736582878,deepseek_r1_-2348376544736582878,9,1,0.017018727958202362,0.09194233020146687,60.666666666666664
159,deepseek_r1,-7287378194577942379,deepseek_r1_-7287378194577942379,0,0,,0.02647233009338379,92.0
160,deepseek_r1,-3139345656340799025,deepseek_r1_-3139345656340799025,0,0,,0.017944693565368652,83.0
161,deepseek_r1,7160369001658418300,deepseek_r1_7160369001658418300,5,0,0.025530576705932617,0.06797892517513698,61.666666666666664
162,deepseek_r1,2147102240867018674,deepseek_r1_2147102240867018674,0,0,,0.035426199436187744,77.0
163,deepseek_r1,-6013595977712185293,deepseek_r1_-6013595977712185293,4,0,0.02268657088279724,0.02965933084487915,163.33333333333334
164,deepseek_r1,-6035892624140798989,deepseek_r1_-6035892624140798989,0,0,,0.038943588733673096,28.0
165,deepseek_r1,5293850298403889529,deepseek_r1_5293850298403889529,0,0,,0.046350717544555664,29.0
166,deepseek_r1,-7943651679138058744,deepseek_r1_-7943651679138058744,0,0,,0.037819862365722656,38.0
167,deepseek_r1,-481185166503284354,deepseek_r1_-481185166503284354,4,0,0.03111407160758972,0.11965152952406141,105.55555555555556
168,deepseek_r1,8422481580945080035,deepseek_r1_8422481580945080035,0,0,,0.05022817850112915,41.0
169,deepseek_r1,3332129417920600616,deepseek_r1_3332129417920600616,3,0,0.04336430877447128,0.07601524723900689,34.77777777777778
170,deepseek_r1,-3402499898750552993,deepseek_r1_-3402499898750552993,7,0,0.06280892342329025,0.10908014906777276,30.77777777777778
171,deepseek_r1,-9219913052180966062,deepseek_r1_-9219913052180966062,3,0,0.06525380164384842,0.13222983810636732,34.0
172,deepseek_r1,-669775076418910995,deepseek_r1_-669775076418910995,9,1,0.09494265913963318,0.11782734923892552,32.888888888888886
173,deepseek_r1,-3651417705167676522,deepseek_r1_-3651417705167676522,2,0,0.06550203263759613,0.12245269616444905,37.22222222222222
174,deepseek_r1,-8129242363395179615,deepseek_r1_-8129242363395179615,9,1,0.05991716682910919,0.099407692750295,29.77777777777778
175,deepseek_r1,3645691031649445944,deepseek_r1_3645691031649445944,9,1,0.04121483862400055,0.06782572136984931,108.11111111111111
176,deepseek_r1,-5736934007639601054,deepseek_r1_-5736934007639601054,0,0,,0.03355967998504639,35.0
177,deepseek_r1,7390895425721116791,deepseek_r1_7390895425721116791,0,0,,0.030909717082977295,36.0
178,deepseek_r1,5543938035033621562,deepseek_r1_5543938035033621562,1,0,0.06264558434486389,0.11788836452696058,32.77777777777778
179,deepseek_r1,-968920006044202602,deepseek_r1_-968920006044202602,0,0,,0.027670323848724365,34.0
180,deepseek_r1,5469057266130065276,deepseek_r1_5469057266130065276,9,1,0.04879546910524368,0.13249504566192627,53.77777777777778
181,deepseek_r1,-2221298942965201076,deepseek_r1_-2221298942965201076,9,1,0.03993185609579086,0.1555399629804823,46.333333333333336
182,deepseek_r1,3078248885538601202,deepseek_r1_3078248885538601202,4,0,0.04186286777257919,0.07760802904764812,39.44444444444444
183,deepseek_r1,7254317358114034090,deepseek_r1_7254317358114034090,1,0,0.052102863788604736,0.14483518070644802,27.77777777777778
184,deepseek_r1,8034992331195463957,deepseek_r1_8034992331195463957,9,1,0.06325109302997589,0.08021457327736749,34.22222222222222
185,deepseek_r1,455538085215172904,deepseek_r1_455538085215172904,0,0,,0.038188278675079346,21.0
186,deepseek_r1,308844081478824950,deepseek_r1_308844081478824950,7,0,0.0493355318903923,0.10898255639606053,46.888888888888886
187,deepseek_r1,-8425833987454773666,deepseek_r1_-8425833987454773666,0,0,,0.04534125328063965,22.0
188,deepseek_r1,-698223018421546442,deepseek_r1_-698223018421546442,6,0,0.05489034205675125,0.10927439398235744,50.0
189,deepseek_r1,-3795629264617098453,deepseek_r1_-3795629264617098453,4,0,0.03326931595802307,0.10361270109812419,81.11111111111111
190,deepseek_r1,4868259670084290209,deepseek_r1_4868259670084290209,2,0,0.04541553556919098,0.11107463306850857,76.88888888888889
191,deepseek_r1,8677649569577561570,deepseek_r1_8677649569577561570,0,0,,0.028781414031982422,50.0
192,deepseek_r1,8999857608943025829,deepseek_r1_8999857608943025829,5,0,0.04109907150268555,0.12096099058787028,27.77777777777778
193,deepseek_r1,-1851424445824463831,deepseek_r1_-1851424445824463831,5,0,0.11619111895561218,0.1522646811273363,35.666666666666664
194,deepseek_r1,-5802708885951655644,deepseek_r1_-5802708885951655644,0,0,,0.055521488189697266,29.0
195,deepseek_r1,-7342842263678399024,deepseek_r1_-7342842263678399024,5,0,0.0775420293211937,0.15819867451985678,31.0
196,deepseek_r1,8714541432347281353,deepseek_r1_8714541432347281353,3,0,0.025661848485469818,0.028445627954271104,132.33333333333334
197,deepseek_r1,-3668936547519238091,deepseek_r1_-3668936547519238091,0,0,,0.03550964593887329,26.0
198,deepseek_r1,4960131355008836453,deepseek_r1_4960131355008836453,0,0,,0.02542698383331299,45.0
199,deepseek_r1,-5712186306387546676,deepseek_r1_-5712186306387546676,0,0,,0.03568136692047119,31.0
200,deepseek_r1,6760529312442328829,deepseek_r1_6760529312442328829,0,0,,0.012238383293151855,65.0
201,deepseek_r1,6269887458366159507,deepseek_r1_6269887458366159507,1,0,0.026989027857780457,0.06915848784976536,102.0
202,deepseek_r1,-1868991801877514252,deepseek_r1_-1868991801877514252,0,0,,0.02573394775390625,57.0
203,deepseek_r1,7120225074148741877,deepseek_r1_7120225074148741877,2,0,0.02506476640701294,0.08060299687915379,66.0
204,deepseek_r1,-4582594627304211305,deepseek_r1_-4582594627304211305,4,0,0.03267689794301987,0.06666645738813612,47.0
205,deepseek_r1,4818017296434669837,deepseek_r1_4818017296434669837,0,0,,0.02311807870864868,91.0
206,deepseek_r1,-4478072872235139464,deepseek_r1_-4478072872235139464,0,0,,0.013434231281280518,49.0
207,deepseek_r1,-1037537758938675655,deepseek_r1_-1037537758938675655,9,1,0.07496321946382523,0.2502773470348782,28.22222222222222
208,deepseek_r1,6142779911027934248,deepseek_r1_6142779911027934248,0,0,,0.03895139694213867,53.0
209,deepseek_r1,6553991521863672073,deepseek_r1_6553991521863672073,9,1,0.07486186176538467,0.13017983569039238,63.55555555555556
210,deepseek_r1,-2764209407143173999,deepseek_r1_-2764209407143173999,6,0,0.08654249459505081,0.12960200839572483,35.111111111111114
211,deepseek_r1,5478432026277049877,deepseek_r1_5478432026277049877,9,1,0.07004663348197937,0.08599906497531468,65.22222222222223
212,deepseek_r1,-8664060077933191065,deepseek_r1_-8664060077933191065,4,0,0.05464683473110199,0.12476501199934217,34.22222222222222
213,deepseek_r1,-4119428755444826376,deepseek_r1_-4119428755444826376,9,1,0.06584510952234268,0.20284761322869194,35.0
214,deepseek_r1,4178077689537425404,deepseek_r1_4178077689537425404,9,1,0.04457473009824753,0.10441806581285265,37.77777777777778
215,deepseek_r1,4619333360613771346,deepseek_r1_4619333360613771346,0,0,,0.049618542194366455,17.0
216,deepseek_r1,2025492212201560094,deepseek_r1_2025492212201560094,9,1,0.03460836410522461,0.09726032945844862,40.333333333333336
217,deepseek_r1,-145514456942682794,deepseek_r1_-145514456942682794,0,0,,0.05851399898529053,24.0
218,deepseek_r1,9190025707508531612,deepseek_r1_9190025707508531612,1,0,0.04390981048345566,0.17289839850531685,30.77777777777778
219,deepseek_r1,-2544816471581413726,deepseek_r1_-2544816471581413726,6,0,0.08682054281234741,0.1917922231886122,34.0
220,deepseek_r1,1968521898368731602,deepseek_r1_1968521898368731602,0,0,,0.11714470386505127,16.0
221,deepseek_r1,-5307959709917336269,deepseek_r1_-5307959709917336269,0,0,,0.024717748165130615,30.0
222,deepseek_r1,8232243152145413650,deepseek_r1_8232243152145413650,6,0,0.05321625620126724,0.10348887575997247,42.44444444444444
223,deepseek_r1,-282394128894161934,deepseek_r1_-282394128894161934,9,1,0.049195848405361176,0.10740449693467882,43.44444444444444
224,deepseek_r1,-1566498382802897107,deepseek_r1_-1566498382802897107,9,1,0.054393745958805084,0.23010672463311088,31.11111111111111
225,deepseek_r1,-3622459144841644530,deepseek_r1_-3622459144841644530,7,0,0.07462382316589355,0.12975198030471802,65.44444444444444
226,deepseek_r1,-1957063771944056004,deepseek_r1_-1957063771944056004,9,1,0.041089266538619995,0.10663850439919366,49.0
227,deepseek_r1,-7081787720199437945,deepseek_r1_-7081787720199437945,9,1,0.04771283268928528,0.1187151935365465,48.0
228,deepseek_r1,-7424306111504383062,deepseek_r1_-7424306111504383062,4,0,0.09826824069023132,0.16340823968251547,28.77777777777778
229,deepseek_r1,-219644579307221145,deepseek_r1_-219644579307221145,9,1,0.0763172134757042,0.11699044704437256,43.77777777777778
