conversation_id,model,prompt0_id,model_prompt0_interaction,time_to_failure,censored,avg_prompt_to_prompt_drift,avg_context_to_prompt_drift,avg_prompt_complexity
72,gemini_15,-3530503404165599757,gemini_15_-3530503404165599757,1,0,0.02935800701379776,0.05543759134080675,80.66666666666667
73,gemini_15,7983927560838231629,gemini_15_7983927560838231629,2,0,0.04614841938018799,0.1281590395503574,24.11111111111111
74,gemini_15,7878839138085561255,gemini_15_7878839138085561255,1,0,0.039839521050453186,0.057507832845052086,82.66666666666667
75,gemini_15,3948699654524044352,gemini_15_3948699654524044352,0,0,,0.07734262943267822,60.0
76,gemini_15,8644418009426682492,gemini_15_8644418009426682492,2,0,0.025262653827667236,0.1434379087554084,54.111111111111114
77,gemini_15,3265770017066248228,gemini_15_3265770017066248228,3,0,0.044034212827682495,0.10066599978340997,77.77777777777777
78,gemini_15,3692634202956590190,gemini_15_3692634202956590190,9,1,0.032834336161613464,0.0642010768254598,140.0
79,gemini_15,-7680338987810916399,gemini_15_-7680338987810916399,2,0,0.02860589325428009,0.04451050360997518,195.44444444444446
80,gemini_15,-6717680842001803009,gemini_15_-6717680842001803009,0,0,,0.10054624080657959,69.0
81,gemini_15,8309777024972098697,gemini_15_8309777024972098697,1,0,0.018503747880458832,0.06628880235883924,73.22222222222223
82,gemini_15,1389971766102188884,gemini_15_1389971766102188884,0,0,,0.07779568433761597,72.0
83,gemini_15,-7754585739175752398,gemini_15_-7754585739175752398,1,0,0.056123316287994385,0.10780591434902614,96.22222222222223
84,gemini_15,8243921215658321893,gemini_15_8243921215658321893,0,0,,0.1114434003829956,51.0
85,gemini_15,1048346455292512245,gemini_15_1048346455292512245,4,0,0.029483534395694733,0.04901964134640164,119.11111111111111
86,gemini_15,-5233211019585965150,gemini_15_-5233211019585965150,2,0,0.059271879494190216,0.09749174118041992,94.33333333333333
87,gemini_15,6383221180352866958,gemini_15_6383221180352866958,0,0,,0.03240156173706055,138.0
88,gemini_15,1661292119681292962,gemini_15_1661292119681292962,0,0,,0.028145968914031982,172.0
89,gemini_15,2627323993925601037,gemini_15_2627323993925601037,0,0,,0.12149018049240112,57.0
90,gemini_15,809417145234092992,gemini_15_809417145234092992,5,0,0.10280098021030426,0.2190090219179789,48.44444444444444
91,gemini_15,-3802428168408217546,gemini_15_-3802428168408217546,9,1,0.0733402818441391,0.1770959364043342,37.666666666666664
92,gemini_15,4789669741661937276,gemini_15_4789669741661937276,3,0,0.05128158628940582,0.06361750761667888,99.55555555555556
93,gemini_15,4937486844873516292,gemini_15_4937486844873516292,9,1,0.06179666519165039,0.16268610292010838,25.11111111111111
94,gemini_15,8269093535601741635,gemini_15_8269093535601741635,2,0,0.07348835468292236,0.20758638117048475,29.11111111111111
95,gemini_15,-5233284501476748157,gemini_15_-5233284501476748157,2,0,0.030776917934417725,0.11272069480684069,66.77777777777777
96,gemini_15,-6941087873284800826,gemini_15_-6941087873284800826,6,0,0.05784158408641815,0.20661209689246285,41.0
97,gemini_15,-7185626011081092824,gemini_15_-7185626011081092824,5,0,0.05133529007434845,0.139033575852712,70.55555555555556
98,gemini_15,-9154570889884390296,gemini_15_-9154570889884390296,2,0,0.024328157305717468,0.10255133443408543,67.33333333333333
99,gemini_15,-593448559785925697,gemini_15_-593448559785925697,0,0,,0.04475885629653931,98.0
100,gemini_15,5849461330792274016,gemini_15_5849461330792274016,2,0,0.020318321883678436,0.13769197463989258,51.111111111111114
101,gemini_15,7172242558411888738,gemini_15_7172242558411888738,2,0,0.03998652100563049,0.14880610836876762,69.0
102,gemini_15,-5309504401334316294,gemini_15_-5309504401334316294,8,0,0.05061611533164978,0.10330538617240058,74.66666666666667
103,gemini_15,-4117967201500970148,gemini_15_-4117967201500970148,2,0,0.028385266661643982,0.11605633629692926,59.111111111111114
104,gemini_15,-5771416211721846542,gemini_15_-5771416211721846542,1,0,0.05781160295009613,0.08129070202509563,89.22222222222223
105,gemini_15,184186721952554248,gemini_15_184186721952554248,0,0,,0.07356917858123779,38.0
106,gemini_15,3539044314942278142,gemini_15_3539044314942278142,0,0,,0.17490309476852417,16.0
107,gemini_15,-6619993107624355508,gemini_15_-6619993107624355508,2,0,0.059230729937553406,0.14552873373031616,31.555555555555557
108,gemini_15,-6123028717697327055,gemini_15_-6123028717697327055,0,0,,0.09520632028579712,39.0
109,gemini_15,578221359951139746,gemini_15_578221359951139746,2,0,0.0244893878698349,0.08445435100131565,46.333333333333336
110,gemini_15,-7863210689691682795,gemini_15_-7863210689691682795,1,0,0.05115535110235214,0.09214641650517781,53.111111111111114
111,gemini_15,-3733792378923713845,gemini_15_-3733792378923713845,0,0,,0.0594823956489563,29.0
112,gemini_15,1176243391368747089,gemini_15_1176243391368747089,9,1,0.06253264099359512,0.13434069024191964,34.333333333333336
113,gemini_15,-1030376708537586730,gemini_15_-1030376708537586730,9,1,0.07127510011196136,0.13003495004442003,72.11111111111111
114,gemini_15,-7397982257644612852,gemini_15_-7397982257644612852,2,0,0.06895484775304794,0.12297328313191731,49.0
115,gemini_15,7429025823017345201,gemini_15_7429025823017345201,0,0,,0.16569477319717407,32.0
116,gemini_15,7327417868890456436,gemini_15_7327417868890456436,0,0,,0.04716944694519043,41.0
117,gemini_15,2995851456965408370,gemini_15_2995851456965408370,9,1,0.0732344314455986,0.17396233479181925,29.333333333333332
118,gemini_15,730296947999822839,gemini_15_730296947999822839,3,0,0.08308462053537369,0.14646999703513253,49.22222222222222
119,gemini_15,9072725104965805410,gemini_15_9072725104965805410,1,0,0.041149914264678955,0.1603156261973911,37.111111111111114
120,gemini_15,-7622116864887255387,gemini_15_-7622116864887255387,0,0,,0.2132810354232788,20.0
121,gemini_15,-5202267461478257294,gemini_15_-5202267461478257294,0,0,,0.04328542947769165,93.0
122,gemini_15,-3961534004217089259,gemini_15_-3961534004217089259,0,0,,0.032040536403656006,178.0
123,gemini_15,6618161847119501183,gemini_15_6618161847119501183,7,0,0.027920663356781006,0.07659539249208239,148.77777777777777
124,gemini_15,-7425635312226979800,gemini_15_-7425635312226979800,0,0,,0.12659889459609985,27.0
125,gemini_15,-1121863108536844865,gemini_15_-1121863108536844865,0,0,,0.1365196704864502,33.0
126,gemini_15,437087148452527747,gemini_15_437087148452527747,0,0,,0.09944981336593628,88.0
127,gemini_15,-157761989016607234,gemini_15_-157761989016607234,0,0,,0.14193248748779297,30.0
128,gemini_15,-2348376544736582878,gemini_15_-2348376544736582878,9,1,0.017669402062892914,0.09662885798348321,61.0
129,gemini_15,-7287378194577942379,gemini_15_-7287378194577942379,0,0,,0.062414586544036865,92.0
130,gemini_15,6369060842170071629,gemini_15_6369060842170071629,8,0,0.025537677109241486,0.166162285539839,54.333333333333336
131,gemini_15,-5780979653487244662,gemini_15_-5780979653487244662,8,0,0.051598355174064636,0.18729638391070896,40.111111111111114
132,gemini_15,-8710679049941380998,gemini_15_-8710679049941380998,9,1,0.02732688933610916,0.13203843434651694,51.111111111111114
133,gemini_15,4851608506085517895,gemini_15_4851608506085517895,0,0,,0.16345304250717163,21.0
134,gemini_15,-987377222932030443,gemini_15_-987377222932030443,9,1,0.016165196895599365,0.11789244413375854,64.0
135,gemini_15,907672870061634015,gemini_15_907672870061634015,0,0,,0.12604808807373047,40.0
136,gemini_15,3403694790362878903,gemini_15_3403694790362878903,0,0,,0.08925920724868774,51.0
137,gemini_15,6102465590309519068,gemini_15_6102465590309519068,2,0,0.040178678929805756,0.06198416153589884,91.44444444444444
138,gemini_15,-7963685175743759952,gemini_15_-7963685175743759952,2,0,0.041188858449459076,0.07282629277971056,96.55555555555556
139,gemini_15,-9136588459281624972,gemini_15_-9136588459281624972,5,0,0.0747034028172493,0.15563531716664633,30.11111111111111
140,gemini_15,-3937997456660058261,gemini_15_-3937997456660058261,9,1,0.027172043919563293,0.10696709156036377,40.333333333333336
141,gemini_15,-6591852808329730212,gemini_15_-6591852808329730212,0,0,,0.07759147882461548,84.0
142,gemini_15,5965337305547425439,gemini_15_5965337305547425439,1,0,0.05320267379283905,0.0903622375594245,69.11111111111111
143,gemini_15,-2226371312228486425,gemini_15_-2226371312228486425,9,1,0.05455949157476425,0.12279864814546373,95.88888888888889
144,gemini_15,-1699186072316766720,gemini_15_-1699186072316766720,5,0,0.03128664195537567,0.11048787832260132,58.333333333333336
145,gemini_15,-1015566502205770028,gemini_15_-1015566502205770028,1,0,0.03134370595216751,0.14236460791693795,84.22222222222223
146,gemini_15,133216884079692982,gemini_15_133216884079692982,2,0,0.04584786295890808,0.1114803949991862,39.55555555555556
147,gemini_15,-5899974479272659304,gemini_15_-5899974479272659304,2,0,0.03571411967277527,0.09514713949627346,61.44444444444444
148,gemini_15,-6177573438719157576,gemini_15_-6177573438719157576,9,1,0.07114189118146896,0.10114728079901801,83.66666666666667
149,gemini_15,-3077438221729393174,gemini_15_-3077438221729393174,9,1,0.08649370074272156,0.14250249332851833,27.555555555555557
150,gemini_15,-3710578740895059314,gemini_15_-3710578740895059314,1,0,0.08877325803041458,0.1584477292166816,39.44444444444444
151,gemini_15,-821022733193143676,gemini_15_-821022733193143676,1,0,0.0837993323802948,0.18088777860005698,26.333333333333332
152,gemini_15,2636117188647128599,gemini_15_2636117188647128599,3,0,0.04313037544488907,0.12089228630065918,32.111111111111114
153,gemini_15,-8921639716421817129,gemini_15_-8921639716421817129,0,0,,0.04224032163619995,74.0
154,gemini_15,-7985135402432770978,gemini_15_-7985135402432770978,3,0,0.05693168193101883,0.13359270493189493,65.44444444444444
155,gemini_15,-1744054494064115910,gemini_15_-1744054494064115910,9,1,0.05466202646493912,0.10823445187674628,49.44444444444444
156,gemini_15,-2457218002519459834,gemini_15_-2457218002519459834,0,0,,0.08287990093231201,122.0
157,gemini_15,-391780746738397678,gemini_15_-391780746738397678,4,0,0.0364377498626709,0.10423222515318128,59.666666666666664
158,gemini_15,1620364812526769466,gemini_15_1620364812526769466,2,0,0.05015785992145538,0.13486297925313315,54.111111111111114
159,gemini_15,1416772772001231468,gemini_15_1416772772001231468,2,0,0.05113939195871353,0.08342115084330241,71.44444444444444
160,gemini_15,3848804990389051498,gemini_15_3848804990389051498,1,0,0.04520264267921448,0.13374751143985325,55.111111111111114
161,gemini_15,3006407880862024475,gemini_15_3006407880862024475,0,0,,0.03842198848724365,82.0
162,gemini_15,6234718909462339099,gemini_15_6234718909462339099,2,0,0.054195232689380646,0.1574640538957384,32.44444444444444
163,gemini_15,5164258421646736790,gemini_15_5164258421646736790,2,0,0.07133649289608002,0.14950035678015816,50.666666666666664
164,gemini_15,-5749523268171315419,gemini_15_-5749523268171315419,9,1,0.06551947444677353,0.12014611562093098,41.888888888888886
165,gemini_15,6430301666024268553,gemini_15_6430301666024268553,5,0,0.03698769956827164,0.08242336908976237,49.333333333333336
166,gemini_15,-1092126298407317605,gemini_15_-1092126298407317605,0,0,,0.036855101585388184,82.0
167,gemini_15,-1605059337810121443,gemini_15_-1605059337810121443,0,0,,0.06807810068130493,59.0
168,gemini_15,5913102491103392517,gemini_15_5913102491103392517,0,0,,0.038707077503204346,64.0
169,gemini_15,-1694606555974841107,gemini_15_-1694606555974841107,3,0,0.03488535434007645,0.11461908949746026,53.333333333333336
170,gemini_15,-1858700434737539051,gemini_15_-1858700434737539051,0,0,,0.05507701635360718,62.0
171,gemini_15,4182946278101331181,gemini_15_4182946278101331181,9,1,0.036157943308353424,0.10774170027838813,61.0
172,gemini_15,4897986559320188643,gemini_15_4897986559320188643,5,0,0.03842557966709137,0.07662310202916463,111.88888888888889
173,gemini_15,182092834086698047,gemini_15_182092834086698047,0,0,,0.05109947919845581,63.0
174,gemini_15,-5969549956324168764,gemini_15_-5969549956324168764,9,1,0.04590108245611191,0.18581806288825142,49.333333333333336
175,gemini_15,-7811800943859122542,gemini_15_-7811800943859122542,9,1,0.01925252377986908,0.05747698413001166,61.666666666666664
176,gemini_15,5951700463490669078,gemini_15_5951700463490669078,0,0,,0.06899476051330566,49.0
177,gemini_15,950572738719693465,gemini_15_950572738719693465,0,0,,0.04500377178192139,115.0
178,gemini_15,-7060148810733596972,gemini_15_-7060148810733596972,0,0,,0.07257324457168579,49.0
179,gemini_15,-5237825607442921113,gemini_15_-5237825607442921113,9,1,0.047506965696811676,0.10442429780960083,93.55555555555556
180,gemini_15,-5330060506757493452,gemini_15_-5330060506757493452,9,1,0.04875721037387848,0.1702495879597134,66.11111111111111
181,gemini_15,2043428890821937123,gemini_15_2043428890821937123,2,0,0.0680544376373291,0.14582345220777723,40.22222222222222
182,gemini_15,-2614467891899861417,gemini_15_-2614467891899861417,2,0,0.046761587262153625,0.09910199377271864,86.33333333333333
183,gemini_15,7123840474438719476,gemini_15_7123840474438719476,2,0,0.03635420650243759,0.13074127833048502,34.111111111111114
184,gemini_15,7518546259187568763,gemini_15_7518546259187568763,3,0,0.05247970670461655,0.18274237712224325,56.22222222222222
185,gemini_15,-4091611321352319408,gemini_15_-4091611321352319408,1,0,0.028871603310108185,0.07920544015036689,135.22222222222223
186,gemini_15,-8237374561826080122,gemini_15_-8237374561826080122,1,0,0.0807793065905571,0.1782995065053304,51.333333333333336
187,gemini_15,3915102861893098204,gemini_15_3915102861893098204,2,0,0.03614044189453125,0.14235644208060372,57.333333333333336
188,gemini_15,-4987786564886538427,gemini_15_-4987786564886538427,7,0,0.05379185080528259,0.1379765338367886,27.22222222222222
189,gemini_15,-9100406125561281285,gemini_15_-9100406125561281285,2,0,0.043121062219142914,0.17911801735560098,46.333333333333336
190,gemini_15,-892133985618885593,gemini_15_-892133985618885593,9,1,0.08736955374479294,0.19470158550474378,32.22222222222222
191,gemini_15,-1346321167097923326,gemini_15_-1346321167097923326,2,0,0.05376604199409485,0.19476458099153307,41.333333333333336
192,gemini_15,2791125725839565243,gemini_15_2791125725839565243,0,0,,0.19775712490081787,21.0
193,gemini_15,-1665294647861104799,gemini_15_-1665294647861104799,2,0,0.11854831874370575,0.18899455335405138,57.111111111111114
194,gemini_15,6265324729573112612,gemini_15_6265324729573112612,2,0,0.06299711018800735,0.20038541158040366,55.333333333333336
195,gemini_15,-5886309332721347250,gemini_15_-5886309332721347250,0,0,,0.054394662380218506,192.0
196,gemini_15,6654246688823857271,gemini_15_6654246688823857271,9,1,0.02073698490858078,0.05630178583992852,105.66666666666667
197,gemini_15,6031542864347853845,gemini_15_6031542864347853845,0,0,,0.0611913800239563,67.0
198,gemini_15,3122430907289535168,gemini_15_3122430907289535168,1,0,0.04236219823360443,0.10481930441326565,84.11111111111111
199,gemini_15,2368576628548703214,gemini_15_2368576628548703214,1,0,0.02681811898946762,0.1328045129776001,66.11111111111111
200,gemini_15,5220215728703821160,gemini_15_5220215728703821160,3,0,0.03465411812067032,0.09887223111258613,97.0
201,gemini_15,-2484351493188746892,gemini_15_-2484351493188746892,9,1,0.05425617843866348,0.12713942925135294,53.22222222222222
202,gemini_15,9167830674630153904,gemini_15_9167830674630153904,3,0,0.034480273723602295,0.06393151813083225,140.44444444444446
203,gemini_15,6710202930699201949,gemini_15_6710202930699201949,2,0,0.06795886158943176,0.20222318834728664,67.33333333333333
204,gemini_15,8720755083289793199,gemini_15_8720755083289793199,2,0,0.03538012504577637,0.06990634070502387,124.0
205,gemini_15,261849876443705934,gemini_15_261849876443705934,3,0,0.032350555062294006,0.06408551004197863,168.66666666666666
206,gemini_15,-2088911231095860793,gemini_15_-2088911231095860793,0,0,,0.09635460376739502,70.0
207,gemini_15,1282911991310534168,gemini_15_1282911991310534168,2,0,0.026656441390514374,0.04173292716344198,127.44444444444444
208,gemini_15,7463509375434588932,gemini_15_7463509375434588932,1,0,0.01609073579311371,0.021259354220496282,168.44444444444446
209,gemini_15,451794645097555141,gemini_15_451794645097555141,1,0,0.030594803392887115,0.05596777465608385,152.0
210,gemini_15,-3850561541934266676,gemini_15_-3850561541934266676,3,0,0.05790276825428009,0.07492019070519342,368.1111111111111
211,gemini_15,-8523451399716556776,gemini_15_-8523451399716556776,0,0,,0.03185451030731201,207.0
212,gemini_15,4710014455521570919,gemini_15_4710014455521570919,2,0,0.05200718343257904,0.05648815631866455,214.11111111111111
213,gemini_15,9126875815536778072,gemini_15_9126875815536778072,1,0,0.10513612627983093,0.12201712528864543,271.22222222222223
214,gemini_15,2073554912240598643,gemini_15_2073554912240598643,1,0,0.08381649106740952,0.191801647345225,294.3333333333333
215,gemini_15,6233436969587873900,gemini_15_6233436969587873900,2,0,0.05667326599359512,0.10488451189464992,281.55555555555554
216,gemini_15,100126031771356391,gemini_15_100126031771356391,6,0,0.09824256598949432,0.09315517213609484,276.22222222222223
217,gemini_15,-7014983488668753057,gemini_15_-7014983488668753057,9,1,0.08461349457502365,0.22280451986524794,244.77777777777777
218,gemini_15,3668135974225764656,gemini_15_3668135974225764656,2,0,0.03782271593809128,0.055677049689822726,207.0
219,gemini_15,610648932619567863,gemini_15_610648932619567863,2,0,0.14374935626983643,0.14633899927139282,344.22222222222223
220,gemini_15,5373086140999726834,gemini_15_5373086140999726834,2,0,0.042875632643699646,0.06048036946190728,233.33333333333334
221,gemini_15,-1342083566146758054,gemini_15_-1342083566146758054,7,0,0.07323715090751648,0.11528686020109388,239.77777777777777
222,gemini_15,99552568123306780,gemini_15_99552568123306780,2,0,0.07803034782409668,0.16204792923397487,256.3333333333333
223,gemini_15,7348445088988621872,gemini_15_7348445088988621872,5,0,0.02967163920402527,0.04034102625317044,179.77777777777777
224,gemini_15,-2426139202420454442,gemini_15_-2426139202420454442,2,0,0.06516203284263611,0.11367778645621406,279.0
225,gemini_15,-7499890801306751040,gemini_15_-7499890801306751040,2,0,0.042475588619709015,0.0412170754538642,196.11111111111111
226,gemini_15,-6395387349706341408,gemini_15_-6395387349706341408,0,0,,0.03601652383804321,177.0
227,gemini_15,7321101220402944674,gemini_15_7321101220402944674,1,0,0.05047350376844406,0.05605304903454251,400.55555555555554
228,gemini_15,2113165797384246729,gemini_15_2113165797384246729,2,0,0.0331643745303154,0.0934758120112949,152.0
229,gemini_15,1972840384489590995,gemini_15_1972840384489590995,1,0,0.038440898060798645,0.06645851665072972,381.1111111111111
230,gemini_15,-7682535168356585186,gemini_15_-7682535168356585186,2,0,0.03378616273403168,0.047661907143063016,193.77777777777777
231,gemini_15,-1735500191004990796,gemini_15_-1735500191004990796,2,0,0.08319085091352463,0.08478256728914049,305.3333333333333
232,gemini_15,1292724551369960622,gemini_15_1292724551369960622,9,1,0.035436227917671204,0.06564224428600735,272.1111111111111
233,gemini_15,2210891990189273159,gemini_15_2210891990189273159,4,0,0.06539253890514374,0.07182508044772679,270.22222222222223
234,gemini_15,-4182911227866983699,gemini_15_-4182911227866983699,1,0,0.041317231953144073,0.10795848237143622,244.33333333333334
235,gemini_15,-2457747153856003501,gemini_15_-2457747153856003501,1,0,0.041144050657749176,0.05743653906716241,298.44444444444446
236,gemini_15,-4449274681824639029,gemini_15_-4449274681824639029,2,0,0.05508238077163696,0.05627376503414578,420.6666666666667
237,gemini_15,1099232859305247506,gemini_15_1099232859305247506,3,0,0.02983984351158142,0.05404775672488742,171.44444444444446
238,gemini_15,-7437795878565402661,gemini_15_-7437795878565402661,4,0,0.03597297519445419,0.05633644925223456,171.77777777777777
239,gemini_15,6773375766416214779,gemini_15_6773375766416214779,1,0,0.04673317074775696,0.05040720436308119,203.55555555555554
240,gemini_15,5731245531905431254,gemini_15_5731245531905431254,0,0,,0.05038696527481079,87.0
241,gemini_15,-8471158231806730887,gemini_15_-8471158231806730887,0,0,,0.0381811261177063,56.0
242,gemini_15,233810294516621130,gemini_15_233810294516621130,2,0,0.05061627924442291,0.06814561949835883,98.0
243,gemini_15,2760607205220575767,gemini_15_2760607205220575767,0,0,,0.04799485206604004,84.0
